placeQ,placeLabel,location
Q83160191,chiesa di San Pietro Celestino,Point(13.874069 42.099104)
Q73127467,chiesa di San Pietro Celestino V,Point(13.6568316 42.2865854)
Q120824565,chiesa di San Pietro Celestino V,Point(13.269972 41.728944)
Q83168864,chiesa di San Pietro Eremita,Point(13.068822 42.024823)
Q112704322,chiesa di San Pietro In Cryptis,Point(13.75980071 42.320688797)
Q118522042,chiesa di San Pietro Martire,Point(13.717083 42.542694)
Q120803041,chiesa di San Pietro Martire,Point(14.203944 42.431861)
Q3671728,chiesa di San Pietro a Coppito,Point(13.395805555 42.353138888)
Q80941321,chiesa di San Pietro apostolo,Point(13.454739 42.303203)
Q76448537,chiesa di San Pietro apostolo,Point(13.344989 42.365829)
Q55166948,chiesa di San Pietro apostolo,Point(13.98793 42.43338)
Q47012053,chiesa di San Pietro della Ienca,Point(13.460478 42.43663)
Q121161089,chiesa di San Pietro in Albino,Point(13.177611 42.254028)
Q120801568,chiesa di San Pietro in Castello,Point(13.589444 42.252392)
Q98280562,chiesa di San Pietro in Valle,Point(13.6714812 42.2490259)
Q120801630,chiesa di San Pio Decimo,Point(13.406556 42.359389)
Q120801470,chiesa di San Pio X,Point(13.417586 42.029958)
Q120170188,chiesa di San Pio X,Point(14.144994 42.362028)
Q60840728,chiesa di San Quinziano,Point(13.393515 42.351763)
Q120801775,chiesa di San Quirico,Point(13.192194 42.107975)
Q120824710,chiesa di San Quirico,Point(13.073017 41.844472)
Q120802971,chiesa di San Quirico,Point(13.831583 42.440111)
Q55134063,chiesa di San Raffaele,Point(14.167402 42.353131)
Q120801631,chiesa di San Raniero,Point(13.442722 42.309528)
Q118522108,chiesa di San Remigio,Point(13.654444 42.526111)
Q3671852,chiesa di San Remigio,Point(14.205677 42.090095)
Q106611910,chiesa di San Rocco,Point(13.644048 42.344134)
Q103925037,chiesa di San Rocco,Point(13.599999 42.324945)
Q83158915,chiesa di San Rocco,Point(13.875793 42.099129)
Q120801855,chiesa di San Rocco,Point(13.780974674 42.331294872)
Q120801689,chiesa di San Rocco,Point(13.757389 42.329222)
Q81726830,chiesa di San Rocco,Point(13.727517 42.364759)
Q120801569,chiesa di San Rocco,Point(13.5755 42.269158)
Q120801520,chiesa di San Rocco,Point(13.674972 42.249556)
Q120801548,chiesa di San Rocco,Point(13.544472 42.086542)
Q55083421,chiesa di San Rocco,Point(13.588558 42.081271)
Q3671928,chiesa di San Rocco,Point(13.881746 41.904242)
Q47125153,chiesa di San Rocco,Point(13.841071 42.063034)
Q24809689,chiesa di San Rocco,Point(13.431611111 42.038138888)
Q94699931,chiesa di San Rocco,Point(13.310505 42.349557)
Q81742597,chiesa di San Rocco,Point(13.584027 41.883092)
Q120801583,chiesa di San Rocco,Point(13.699344949 42.125311094)
Q120801539,chiesa di San Rocco,Point(13.725105862 42.129991378)
Q121160981,chiesa di San Rocco,Point(13.167261 42.272333)
Q121160862,chiesa di San Rocco,Point(13.271222 42.204222)
Q121160903,chiesa di San Rocco,Point(13.012897 42.360222)
Q121161072,chiesa di San Rocco,Point(13.071003 42.155744)
Q87985356,chiesa di San Rocco,Point(13.935805 41.775966)
Q121161041,chiesa di San Rocco,Point(13.044761 42.224972)
Q121160914,chiesa di San Rocco,Point(13.065694 42.177333)
Q120801632,chiesa di San Rocco,Point(13.250003 42.401708)
Q55086287,chiesa di San Rocco,Point(13.019346 42.039789)
Q120801891,chiesa di San Rocco,Point(13.099097 42.085262)
Q120801825,chiesa di San Rocco,Point(13.235939 42.087686)
Q104030665,chiesa di San Rocco,Point(13.277532632 42.018882683)
Q81737132,chiesa di San Rocco,Point(13.338096 41.98753)
Q120824339,chiesa di San Rocco,Point(13.746167 41.687806)
Q103904095,chiesa di San Rocco,Point(13.574439 41.802863)
Q96356179,chiesa di San Rocco,Point(14.120389 41.81148)
Q120824826,chiesa di San Rocco,Point(13.341083 41.777639)
Q120824507,chiesa di San Rocco,Point(13.369261 41.763528)
Q55172477,chiesa di San Rocco,Point(13.031386 41.861472)
Q120824599,chiesa di San Rocco,Point(13.068107 41.808278)
Q121161162,chiesa di San Rocco,Point(13.096097 42.501378)
Q118522187,chiesa di San Rocco,Point(13.664222 42.496083)
Q54870757,chiesa di San Rocco,Point(13.203423 42.482854)
Q103933137,chiesa di San Rocco,Point(13.234029 42.453849)
Q120801516,chiesa di San Rocco,Point(13.279361 42.533)
Q81715325,chiesa di San Rocco,Point(14.012118 42.002952)
Q55179419,chiesa di San Rocco,Point(13.54083 42.535688)
Q56988133,chiesa di San Rocco,Point(13.552252 42.522484)
Q55181299,chiesa di San Rocco,Point(13.833819 42.174552)
Q111421281,chiesa di San Rocco,Point(13.9077 42.212)
Q118522067,chiesa di San Rocco,Point(13.917972 42.533361)
Q118522074,chiesa di San Rocco,Point(13.792083 42.588583)
Q120802952,chiesa di San Rocco,Point(13.88425 42.389972)
Q120803084,chiesa di San Rocco,Point(13.897139 42.34175)
Q120802935,chiesa di San Rocco,Point(13.894167 42.236111)
Q120803050,chiesa di San Rocco,Point(13.870556 42.239167)
Q120170354,chiesa di San Rocco,Point(14.175639 42.199722)
Q120802985,chiesa di San Rocco,Point(14.060128 42.261889)
Q55165512,chiesa di San Rocco,Point(14.187076 42.042547)
Q3671889,chiesa di San Rocco,Point(14.221904 42.190665)
Q55140214,chiesa di San Rocco,Point(13.534283 42.553923)
Q118522109,chiesa di San Rocco,Point(13.687222 42.546667)
Q118522410,chiesa di San Rocco,Point(13.656194 42.55205)
Q120802991,chiesa di San Rocco,Point(13.869444 42.416389)
Q120803017,chiesa di San Rocco,Point(13.921389 42.461944)
Q120170351,chiesa di San Rocco,Point(14.142394 42.217564)
Q21551918,chiesa di San Rocco,Point(13.630835 42.583127)
Q21551921,chiesa di San Rocco,Point(13.711518 42.48866)
Q54874283,chiesa di San Rocco,Point(13.725752 42.542055)
Q120170154,chiesa di San Rocco,Point(14.200189 42.246611)
Q120170211,chiesa di San Rocco,Point(14.184678 42.247444)
Q120170377,chiesa di San Rocco,Point(14.215306 42.226111)
Q120802966,chiesa di San Rocco,Point(13.969944 42.5215)
Q120803002,chiesa di San Rocco,Point(14.057278 42.429333)
Q118522317,chiesa di San Rocco,Point(14.08985 42.563806)
Q120803054,chiesa di San Rocco,Point(13.990806 42.484361)
Q120170421,chiesa di San Rocco,Point(14.20825 42.380861)
Q120170438,chiesa di San Rocco,Point(14.22925 42.294694)
Q120802958,chiesa di San Rocco,Point(14.016028 42.461417)
Q118522068,chiesa di San Romualdo,Point(13.94525 42.552028)
Q120801671,chiesa di San Rufo,Point(13.280278 42.506222)
Q120801482,chiesa di San Sabino,Point(13.259778 42.426444)
Q121160982,chiesa di San Salvatore,Point(13.141147 42.262028)
Q82286246,chiesa di San Salvatore,Point(13.039456 42.049479)
Q55086289,chiesa di San Salvatore,Point(13.020231 42.04105)
Q118522188,chiesa di San Salvatore,Point(13.611944 42.490278)
Q81622509,chiesa di San Salvatore,Point(14.012707 42.005698)
Q96482516,chiesa di San Salvatore,Point(13.704672 42.244819)
Q123586351,chiesa di San Salvatore,Point(14.056117 42.51737)
Q55174376,chiesa di San Salvatore,Point(14.230833 42.12677)
Q120801471,chiesa di San Sebastiano,Point(13.475917 42.059072)
Q82290868,chiesa di San Sebastiano,Point(13.51386 42.13469)
Q120801491,chiesa di San Sebastiano,Point(13.752267 41.941917)
Q101846345,chiesa di San Sebastiano,Point(13.477636 41.94636)
Q120801849,chiesa di San Sebastiano,Point(13.263917 42.329417)
Q120801859,chiesa di San Sebastiano,Point(13.938778 41.776444)
Q103982680,chiesa di San Sebastiano,Point(13.344398562 42.115077766)
Q101854116,chiesa di San Sebastiano,Point(13.339961 42.292082)
Q120801826,chiesa di San Sebastiano,Point(13.311167 42.029564)
Q55174276,chiesa di San Sebastiano,Point(13.068948 41.808917)
Q120801498,chiesa di San Sebastiano,Point(13.219722 42.462139)
Q55171814,chiesa di San Sebastiano,Point(13.72862 42.238329)
Q63075200,chiesa di San Sebastiano,Point(13.769816 42.1829)
Q120801452,chiesa di San Sebastiano,Point(13.69725 42.196222)
Q120802941,chiesa di San Sebastiano Martire,Point(14.110833 42.343333)
Q3672026,chiesa di San Sebastiano e San Rocco,Point(13.097398 41.884442)
Q121160863,chiesa di San Sebastiano martire,Point(13.260333 42.153031)
Q121161073,chiesa di San Sebastiano martire,Point(13.070242 42.156967)
Q120803042,chiesa di San Silvestrino,Point(14.23225 42.427333)
Q3672053,chiesa di San Silvestro,Point(13.39692974 42.35478973)
Q105512316,chiesa di San Silvestro,Point(13.415805 42.398915)
Q121161091,chiesa di San Silvestro,Point(13.117697 42.228611)
Q120801827,chiesa di San Silvestro,Point(13.265028 42.097981)
Q54860466,chiesa di San Silvestro,Point(13.17338 42.59288)
Q120801517,chiesa di San Silvestro,Point(13.290556 42.533567)
Q120801719,chiesa di San Silvestro,Point(13.320056 42.4339)
Q118522162,chiesa di San Silvestro,Point(13.516667 42.5675)
Q118522318,chiesa di San Silvestro,Point(14.104722 42.550278)
Q118522663,chiesa di San Silvestro,Point(14.036558 42.587778)
Q3672052,chiesa di San Silvestro,Point(14.221023 42.189402)
Q55085509,chiesa di San Simeone,Point(13.74473 41.6885)
Q55165740,chiesa di San Sisto,Point(13.389503 42.364655)
Q55087455,chiesa di San Sisto,Point(13.028772 41.882722)
Q121161092,chiesa di San Sisto II,Point(13.074631 42.237611)
Q120801663,chiesa di San Teodoro,Point(13.445083 42.112592)
Q54870756,chiesa di San Tommaso,Point(13.250595 42.536315)
Q120801850,chiesa di San Tommaso Apostolo,Point(13.260675 42.337167)
Q120801789,chiesa di San Tommaso Apostolo,Point(13.218606 42.350567)
Q46259917,chiesa di San Tommaso Apostolo,Point(13.99092 41.75859)
Q120802924,chiesa di San Tommaso Apostolo,Point(13.972861 42.184206)
Q16540433,chiesa di San Tommaso Becket,Point(13.972885 42.184204)
Q120802980,chiesa di San Tommaso D'Aquino Sacerdote e Dottore,Point(14.013581 42.417019)
Q121161254,chiesa di San Tommaso apostolo,Point(13.025825 42.270917)
Q120802925,chiesa di San Tommaso d'Aquino,Point(14.008597 42.161111)
Q120801484,chiesa di San Valentino,Point(13.515222 42.341028)
Q102396780,chiesa di San Valentino,Point(13.254631 42.374885)
Q120824330,chiesa di San Valentino,Point(13.312722 41.711833)
Q55140357,chiesa di San Valentino,Point(13.25325 41.692472)
Q121161042,chiesa di San Venanzio Martire,Point(13.0474 42.226722)
Q81514833,chiesa di San Vincenzo,Point(13.634113 42.204631)
Q81813179,chiesa di San Vincenzo,Point(13.733389 41.900387)
Q120801851,chiesa di San Vincenzo,Point(13.302331 42.301244)
Q118522110,chiesa di San Vincenzo,Point(13.649722 42.521111)
Q118522043,chiesa di San Vincenzo,Point(13.743583 42.592917)
Q120803085,chiesa di San Vincenzo Ferreri,Point(13.894444 42.352222)
Q118522060,chiesa di San Vincenzo Ferreri,Point(13.693611 42.521722)
Q120170439,chiesa di San Vincenzo Ferreri,Point(14.228333 42.310778)
Q3672170,chiesa di San Vincenzo de Flaturno,Point(13.805482 41.999024)
Q54863116,chiesa di San Vito,Point(13.063911 42.577747)
Q120801852,chiesa di San Vito,Point(13.291722 42.293722)
Q121870100,chiesa di San Vito,Point(13.093667 41.924639)
Q54870741,chiesa di San Vito,Point(13.26388 42.542516)
Q3672190,chiesa di San Vito alla Rivera,Point(13.389277777 42.349916666)
Q82738861,chiesa di San Vito e San Paolo,Point(13.280999 42.451202)
Q121161163,chiesa di San Vito martire,Point(13.132878 42.540361)
Q120801525,chiesa di San Vittorino,Point(13.685687065 42.301593869)
Q120801570,chiesa di San Vittorino,Point(13.579972 42.268742)
Q120802926,chiesa di San Vittorino,Point(14.003253 42.140956)
Q121161417,chiesa di San Vittorino vescovo e martire,Point(13.190306 42.240694)
Q120801540,chiesa di Sant'Agapito,Point(13.721359308 42.130673219)
Q121160990,chiesa di Sant'Agapito,Point(13.139347 42.258889)
Q102399178,chiesa di Sant'Agata,Point(13.530108 42.267811)
Q120801898,chiesa di Sant'Agata,Point(13.727723307 42.123992271)
Q103909898,chiesa di Sant'Agata,Point(13.568473 41.78711)
Q55140408,chiesa di Sant'Agata,Point(13.248306 41.688361)
Q120170440,chiesa di Sant'Agata,Point(14.222306 42.284744)
Q55133985,chiesa di Sant'Agata,Point(14.167967 42.354148)
Q120802967,chiesa di Sant'Agnello,Point(13.990167 42.507306)
Q55165699,chiesa di Sant'Agnese,Point(13.399493 42.356029)
Q120802942,chiesa di Sant'Agnese Vergine e Martire,Point(14.060028 42.371167)
Q22263725,chiesa di Sant'Agostino,Point(13.397472222 42.347286111)
Q55085632,chiesa di Sant'Agostino,Point(13.156681 41.742556)
Q121160826,chiesa di Sant'Agostino,Point(13.080403 42.417389)
Q21551924,chiesa di Sant'Agostino,Point(13.928163 42.455545)
Q55133990,chiesa di Sant'Agostino,Point(14.167005 42.353434)
Q43021130,chiesa di Sant'Agostino,Point(14.056294 42.517186)
Q3672274,chiesa di Sant'Agostino,Point(13.97817 42.579891)
Q55109020,chiesa di Sant'Anastasia,Point(13.2333256 42.1940574)
Q121161257,chiesa di Sant'Anastasio (Santa Maria assunta),Point(13.03885 42.264444)
Q101810337,chiesa di Sant'Andrea,Point(13.317036 42.315598)
Q56258343,chiesa di Sant'Andrea,Point(13.15445 41.74366)
Q55174263,chiesa di Sant'Andrea,Point(13.055353 41.805333)
Q118522225,chiesa di Sant'Andrea,Point(13.576111 42.586667)
Q120801753,chiesa di Sant'Andrea Apostolo,Point(13.546667 42.256667)
Q102396936,chiesa di Sant'Andrea Apostolo,Point(13.260352611 42.363187348)
Q121869580,chiesa di Sant'Andrea Apostolo,Point(13.168089 41.887056)
Q118522414,chiesa di Sant'Andrea Apostolo,Point(13.627778 42.546389)
Q122749494,chiesa di Sant'Andrea Apostolo,Point(13.872854 42.275446)
Q118522165,chiesa di Sant'Andrea Apostolo,Point(13.47575 42.580972)
Q118522658,chiesa di Sant'Andrea Apostolo,Point(13.697861 42.507139)
Q120803045,chiesa di Sant'Andrea Apostolo,Point(14.215306 42.466417)
Q120802960,chiesa di Sant'Andrea Apostolo,Point(14.014889 42.45875)
Q25112914,chiesa di Sant'Andrea Apostolo,Point(13.09633333 41.92377778)
Q55086517,chiesa di Sant'Andrea Apostolo,Point(13.97759 42.582305)
Q121160869,chiesa di Sant'Andrea apostolo,Point(13.261389 42.171806)
Q121161123,chiesa di Sant'Andrea apostolo,Point(13.022556 42.329333)
Q121161122,chiesa di Sant'Andrea apostolo,Point(13.068302 42.295)
Q121160892,chiesa di Sant'Andrea apostolo,Point(13.018863 42.400214)
Q121161099,chiesa di Sant'Andrea apostolo,Point(13.145225 42.209222)
Q121160915,chiesa di Sant'Andrea apostolo,Point(13.065594 42.178528)
Q120801754,chiesa di Sant'Andrea di Avellino,Point(13.557528 42.29375)
Q55085637,chiesa di Sant'Angelo,Point(13.155222 41.742)
Q120801580,chiesa di Sant'Anna,Point(13.598944 42.210889)
Q121869734,chiesa di Sant'Anna,Point(13.023542 41.860222)
Q55174267,chiesa di Sant'Anna,Point(13.059567 41.805417)
Q118522193,chiesa di Sant'Anna,Point(13.654167 42.506111)
Q120803059,chiesa di Sant'Anna,Point(14.024194 42.213639)
Q118522112,chiesa di Sant'Anna,Point(13.68 42.54)
Q3672528,chiesa di Sant'Anna,Point(14.18397999 42.35173035)
Q120801834,chiesa di Sant'Ansuino,Point(13.3075 42.084086)
Q120801755,chiesa di Sant'Antonio,Point(13.559194 42.284664)
Q47246600,chiesa di Sant'Antonio,Point(13.664104 42.027684)
Q82254981,chiesa di Sant'Antonio,Point(13.664612 41.927843)
Q120801656,chiesa di Sant'Antonio,Point(13.471944 41.956639)
Q100839804,chiesa di Sant'Antonio,Point(13.609483 41.888575)
Q121160917,chiesa di Sant'Antonio,Point(13.048247 42.134983)
Q120801895,chiesa di Sant'Antonio,Point(13.156767 42.097708)
Q104028571,chiesa di Sant'Antonio,Point(13.344646 42.009277)
Q118352913,chiesa di Sant'Antonio,Point(14.232083 41.854556)
Q102394048,chiesa di Sant'Antonio,Point(14.038261 41.744877)
Q120824713,chiesa di Sant'Antonio,Point(13.088586 41.835428)
Q120824643,chiesa di Sant'Antonio,Point(13.147194 41.829639)
Q120801652,chiesa di Sant'Antonio,Point(13.474917 42.356889)
Q121161167,chiesa di Sant'Antonio,Point(13.095592 42.521917)
Q120801500,chiesa di Sant'Antonio,Point(13.243194 42.458694)
Q55171815,chiesa di Sant'Antonio,Point(13.70986 42.24613)
Q62102074,chiesa di Sant'Antonio,Point(13.463822 42.575075)
Q118522113,chiesa di Sant'Antonio,Point(13.655556 42.541944)
Q118522166,chiesa di Sant'Antonio,Point(13.468056 42.553972)
Q118521997,chiesa di Sant'Antonio,Point(13.805639 42.528472)
Q118522415,chiesa di Sant'Antonio,Point(13.660694 42.551803)
Q118522227,chiesa di Sant'Antonio,Point(13.630778 42.582778)
Q120803062,chiesa di Sant'Antonio,Point(14.046111 42.326556)
Q120801573,chiesa di Sant'Antonio Abate,Point(13.593028 42.248528)
Q120801454,chiesa di Sant'Antonio Abate,Point(13.667797 42.201783)
Q3672649,chiesa di Sant'Antonio Abate,Point(13.881854 41.902618)
Q120801473,chiesa di Sant'Antonio Abate,Point(13.421889 42.012147)
Q120801653,chiesa di Sant'Antonio Abate,Point(13.379028 42.359306)
Q121160870,chiesa di Sant'Antonio Abate,Point(13.235264 42.189778)
Q120801835,chiesa di Sant'Antonio Abate,Point(13.247611 42.068377)
Q55140386,chiesa di Sant'Antonio Abate,Point(13.253336 41.692694)
Q120801911,chiesa di Sant'Antonio Abate,Point(13.323806 42.435483)
Q3672639,chiesa di Sant'Antonio Abate,Point(14.066462 41.890504)
Q120801506,chiesa di Sant'Antonio Abate,Point(13.367983 42.560917)
Q120802977,chiesa di Sant'Antonio Abate,Point(14.038047 42.2365)
Q120803068,chiesa di Sant'Antonio Abate,Point(13.987583 42.234975)
Q21551927,chiesa di Sant'Antonio Abate,Point(13.647369 42.545074)
Q118522167,chiesa di Sant'Antonio Abate,Point(13.505694 42.555778)
Q120170356,chiesa di Sant'Antonio Abate,Point(14.175639 42.199722)
Q55179112,chiesa di Sant'Antonio Abate,Point(14.046137 42.396597)
Q120803004,chiesa di Sant'Antonio Abate,Point(14.054167 42.427667)
Q55108077,chiesa di Sant'Antonio Abate,Point(13.96071 42.21791)
Q120170197,chiesa di Sant'Antonio Abate,Point(14.225056 42.089953)
Q120802916,chiesa di Sant'Antonio Abate,Point(13.960778 42.217875)
Q120802929,chiesa di Sant'Antonio Abate,Point(14.028881 42.167722)
Q120802982,chiesa di Sant'Antonio Abate e San Nicola da Tolentino,Point(13.985361 42.433306)
Q120802945,chiesa di Sant'Antonio abate,Point(14.005333 42.507417)
Q121160991,chiesa di Sant'Antonio al Corso,Point(13.154303 42.264722)
Q120801758,chiesa di Sant'Antonio da Padova,Point(13.662583 42.283333)
Q55140126,chiesa di Sant'Antonio da Padova,Point(13.580135 42.268791)
Q120801736,chiesa di Sant'Antonio da Padova,Point(13.511361 42.254972)
Q120801588,chiesa di Sant'Antonio da Padova,Point(13.730083 41.906306)
Q3672705,chiesa di Sant'Antonio da Padova,Point(13.878738 41.904398)
Q81925586,chiesa di Sant'Antonio da Padova,Point(13.889018 42.009091)
Q121161074,chiesa di Sant'Antonio da Padova,Point(13.066628 42.154622)
Q120801836,chiesa di Sant'Antonio da Padova,Point(13.1935 42.092481)
Q120801793,chiesa di Sant'Antonio da Padova,Point(13.3325 42.060372)
Q120801673,chiesa di Sant'Antonio da Padova,Point(13.198472 42.531306)
Q83147859,chiesa di Sant'Antonio da Padova,Point(13.959358 41.974743)
Q120801455,chiesa di Sant'Antonio di Acciano,Point(13.713194 42.173861)
Q120801458,chiesa di Sant'Antonio di Padova,Point(13.428556 42.011903)
Q121160871,chiesa di Sant'Antonio di Padova,Point(13.229944 42.193833)
Q81721507,chiesa di Sant'Antonio di Padova,Point(13.39332 41.96921)
Q121869737,chiesa di Sant'Antonio di Padova,Point(13.032511 41.864722)
Q55173826,chiesa di Sant'Antonio di Padova,Point(14.128688 41.980216)
Q101078038,chiesa di Sant'Antonio di Padova,Point(13.922232 42.211137)
Q120803060,chiesa di Sant'Antonio di Padova,Point(14.028164 42.213806)
Q120803073,chiesa di Sant'Antonio di Padova,Point(14.093092 42.248944)
Q120803010,chiesa di Sant'Antonio di Padova,Point(13.983528 42.332972)
Q120803046,chiesa di Sant'Antonio di Padova,Point(14.202403 42.477806)
Q99100943,chiesa di Sant'Antonio di Padova,Point(14.063412 42.520461)
Q120802983,chiesa di Sant'Antonio di Padova Sacerdote e Dottore,Point(13.962778 42.401722)
Q120802999,chiesa di Sant'Antonio di Padova Sacerdote e Dottore,Point(14.149628 42.512944)
Q120824746,chiesa di Sant'Antonio di Padova e Santa Restituta Vergine e Martire,Point(13.605028 41.689806)
Q65683703,chiesa di Sant'Antonio fuori le mura,Point(13.379145 42.359097)
Q65952764,chiesa di Sant'Apollonia,Point(13.392996 42.347048)
Q120801519,chiesa di Sant'Apollonia,Point(13.284 42.537861)
Q120802947,chiesa di Sant'Egidio,Point(13.878861 42.320028)
Q120801837,chiesa di Sant'Egidio,Point(13.243722 42.066862)
Q104030802,chiesa di Sant'Egidio,Point(13.246309 42.036426)
Q92594706,chiesa di Sant'Egidio,Point(13.3441 42.0654)
Q55140211,chiesa di Sant'Egidio,Point(13.565974 42.546749)
Q121161168,chiesa di Sant'Egidio,Point(13.081883 42.495944)
Q55171816,chiesa di Sant'Egidio,Point(13.706222 42.24585)
Q120803088,chiesa di Sant'Egidio,Point(13.859194 42.380194)
Q104030835,chiesa di Sant'Egidio Abate,Point(13.249171 42.036343)
Q120801541,chiesa di Sant'Elisabetta,Point(13.730753866 42.129391261)
Q121161100,chiesa di Sant'Elpidio,Point(13.180056 42.240556)
Q120824334,chiesa di Sant'Emidio,Point(13.364556 41.702367)
Q118522416,chiesa di Sant'Emidio,Point(13.625278 42.545278)
Q120801838,chiesa di Sant'Erasmo,Point(13.280556 42.094594)
Q24883638,chiesa di Sant'Erasmo,Point(13.418602 41.692978)
Q120170212,chiesa di Sant'Eufemia,Point(14.177389 42.234478)
Q94734598,chiesa di Sant'Eugenia,Point(13.323349 42.324448)
Q120801684,chiesa di Sant'Eugenia,Point(13.714333 42.22925)
Q118522194,chiesa di Sant'Eusanio,Point(13.615556 42.491389)
Q3672816,chiesa di Sant'Eustachio,Point(13.881832 41.904418)
Q101035048,chiesa di Sant'Eustachio,Point(13.91228 42.21349)
Q18288115,chiesa di Sant'Eustachio,Point(13.795371 42.591739)
Q55110576,chiesa di Sant'Eustachio,Point(14.04721 42.01147)
Q121161124,chiesa di Sant'Eutizio,Point(13.090272 42.266056)
Q54870747,chiesa di Sant'Eutizio,Point(13.224117 42.494805)
Q121160893,chiesa di Sant'Ignazio,Point(13.017007 42.380333)
Q121161412,chiesa di Sant'Ippolito,Point(13.112381 42.245056)
Q55140391,chiesa di Sant'Ippolito,Point(13.257383985 41.692655689)
Q120801474,chiesa di Sant'Isidoro,Point(13.451225 42.015761)
Q120824362,chiesa di Sant'Isidoro,Point(13.140775 41.72225)
Q120801475,chiesa di Sant'Onofrio,Point(13.478028 42.065319)
Q120762964,chiesa di Sant'Onofrio,Point(13.808 42.10315)
Q82262173,chiesa di Sant'Orante,Point(13.642784 41.953309)
Q55109491,chiesa di Sant'Urbano papa,Point(14.182763 42.305344)
Q120801633,chiesa di Santa Barbara,Point(13.461111 42.391194)
Q121160983,chiesa di Santa Barbara,Point(13.123533 42.259111)
Q120801829,chiesa di Santa Barbara,Point(13.313417 42.033081)
Q120801828,chiesa di Santa Barbara,Point(13.264333 42.0976)
Q104028731,chiesa di Santa Barbara,Point(13.406517 41.976848)
Q120824827,chiesa di Santa Barbara,Point(13.342972 41.777694)
Q101526547,chiesa di Santa Barbara,Point(14.177963 42.345811)
Q120801634,chiesa di Santa Caterina,Point(13.397806 42.340306)
Q47249723,chiesa di Santa Caterina d'Alessandria,Point(13.925565 42.049043)
Q120802927,chiesa di Santa Caterina d'Alessandria in Santa Croce,Point(14.011628 42.15925)
Q63457586,chiesa di Santa Caterina da Siena,Point(13.395869 42.350241)
Q120803043,chiesa di Santa Caterina da Siena Vergine e Dottore,Point(14.229778 42.459667)
Q55165706,chiesa di Santa Caterina martire,Point(13.397164 42.350196)
Q120801448,chiesa di Santa Cecilia al Cimitero,Point(13.700606 42.187917)
Q121870103,chiesa di Santa Chelidonia,Point(13.089019 41.946056)
Q121870086,chiesa di Santa Chiara,Point(13.025494 41.69575)
Q120801808,chiesa di Santa Chiara,Point(13.926194 42.04845)
Q120756560,chiesa di Santa Chiara,Point(13.7002 42.12628)
Q56258344,chiesa di Santa Chiara,Point(13.15823 41.74282)
Q3672959,chiesa di Santa Chiara,Point(14.221904 42.192818)
Q55179111,chiesa di Santa Chiara,Point(13.921851 42.459936)
Q55109489,chiesa di Santa Chiara,Point(14.181782 42.303155)
Q3672954,chiesa di Santa Chiara,Point(14.16966 42.35234)
Q55136118,chiesa di Santa Chiara,Point(14.059674 42.517744)
Q54870748,chiesa di Santa Chiara da Montefalco,Point(13.269109 42.507103)
Q118522189,chiesa di Santa Colomba,Point(13.660972 42.458917)
Q27763733,chiesa di Santa Croce,Point(13.406361111 42.068388888)
Q101855728,chiesa di Santa Croce,Point(13.319649 42.304696)
Q55108488,chiesa di Santa Croce,Point(13.12942 42.51301)
Q54860480,chiesa di Santa Croce,Point(13.14957 42.56405)
Q55186386,chiesa di Santa Croce,Point(13.922984 42.460117)
Q62092053,chiesa di Santa Croce,Point(13.389766 42.355529)
Q121160864,chiesa di Santa Croce a Castelmenardo,Point(13.221806 42.208111)
Q121160837,chiesa di Santa Croce della Pineta,Point(13.123467 42.523194)
Q120801560,chiesa di Santa Felicita,Point(13.6265 42.061097)
Q3673049,chiesa di Santa Felicita,Point(13.09609 41.883924)
Q120170189,chiesa di Santa Filomena,Point(14.133436 42.338417)
Q55164545,chiesa di Santa Gemma,Point(13.773352 42.08045)
Q120801906,chiesa di Santa Giusta,Point(13.430583 42.304083)
Q81520619,chiesa di Santa Giusta,Point(13.66612 42.181176)
Q94735529,chiesa di Santa Giusta,Point(13.293643 42.350717)
Q121160984,chiesa di Santa Giusta,Point(13.160439 42.270111)
Q3673073,chiesa di Santa Giusta,Point(13.399277777 42.347138888)
Q121161164,chiesa di Santa Giusta,Point(13.08185 42.529389)
Q118522190,chiesa di Santa Giusta,Point(13.628083 42.518028)
Q54860484,chiesa di Santa Giusta,Point(13.15179 42.59348)
Q118522258,chiesa di Santa Giusta Vergine e Martire,Point(13.774028 42.592917)
Q22263726,chiesa di Santa Giusta fuori le mura,Point(13.453891 42.338078)
Q54860595,chiesa di Santa Lucia,Point(13.021114 42.571806)
Q120801571,chiesa di Santa Lucia,Point(13.592583 42.240361)
Q120801472,chiesa di Santa Lucia,Point(13.430028 42.078556)
Q110659059,chiesa di Santa Lucia,Point(13.663805555 42.181222222)
Q47124994,chiesa di Santa Lucia,Point(13.83522 42.058154)
Q65952919,chiesa di Santa Lucia,Point(13.394523 42.354548)
Q121160986,chiesa di Santa Lucia,Point(13.162167 42.264611)
Q121161043,chiesa di Santa Lucia,Point(13.048258 42.226361)
Q21187675,chiesa di Santa Lucia,Point(13.360555555 42.094444444)
Q120801710,chiesa di Santa Lucia,Point(13.788472 41.806556)
Q96356052,chiesa di Santa Lucia,Point(14.106457 41.765576)
Q120824331,chiesa di Santa Lucia,Point(13.344889 41.723583)
Q55165092,chiesa di Santa Lucia,Point(13.664722 42.498056)
Q54874273,chiesa di Santa Lucia,Point(13.194001 42.52943)
Q54870734,chiesa di Santa Lucia,Point(13.25303 42.520422)
