placeQ,placeLabel,location
Q120801774,chiesa dell'Immaginuccia,Point(13.2026 42.1055)
Q42719230,chiesa della Beata Antonia,Point(13.395499 42.350735)
Q55166950,chiesa della Beata Maria Vergine del Monte Carmelo,Point(13.979669 42.430089)
Q120802948,chiesa della Beata Vergine Assunta,Point(13.882417 42.391028)
Q120802986,chiesa della Beata Vergine Assunta,Point(13.870278 42.416111)
Q120802920,chiesa della Beata Vergine Maria Lauretana,Point(14.103889 42.463889)
Q120802995,chiesa della Beata Vergine Maria Madre della Chiesa,Point(14.174639 42.501028)
Q120803012,chiesa della Beata Vergine Maria Regina,Point(13.935111 42.417917)
Q120803025,chiesa della Beata Vergine Maria Regina della Pace,Point(14.199806 42.473556)
Q120802968,chiesa della Beata Vergine Maria del Carmine,Point(13.850389 42.44525)
Q120803024,chiesa della Beata Vergine Maria del Fuoco,Point(14.198333 42.450614)
Q120803011,chiesa della Beata Vergine Maria del Monte Carmelo,Point(13.920194 42.451306)
Q120802994,chiesa della Beata Vergine Maria del Monte Carmelo,Point(14.127722 42.495139)
Q120803053,chiesa della Beata Vergine Maria del Soccorso,Point(13.988722 42.475889)
Q120802943,chiesa della Beata Vergine Maria della Pace,Point(14.095861 42.519139)
Q120803081,chiesa della Beata Vergine Maria delle Grazie,Point(13.928056 42.2445)
Q118522205,chiesa della Beata Vergine Maria delle Grazie,Point(13.920333 42.560167)
Q120802946,chiesa della Beata Vergine Maria delle Grazie,Point(13.899167 42.325194)
Q83146679,chiesa della Beata Vergine Maria e di San Dionisio,Point(13.960109 41.973547)
Q121161250,chiesa della Beata Vergine assunta,Point(13.039847 42.2655)
Q120801596,chiesa della Beata Vergine del Carmine,Point(13.503722 42.413806)
Q118522204,chiesa della Beata Vergine del Carmine,Point(13.88425 42.544417)
Q120170255,chiesa della Beata Vergine del Carmine,Point(14.207306 42.200661)
Q120170183,chiesa della Beata Vergine del Carmine,Point(14.186472 42.37625)
Q120801683,chiesa della Beata Vergine del Gonfalone,Point(13.728806 42.238278)
Q120801523,chiesa della Beata Vergine della Misericordia,Point(13.684156449 42.299122575)
Q118522064,chiesa della Beata Vergine delle Grazie,Point(13.916889 42.531806)
Q47243192,chiesa della Concezione,Point(13.470903 42.358378)
Q118522659,chiesa della Confraternita del Monte del Santo Rosario e del Monte dei Morti,Point(13.881806 42.531806)
Q121869292,chiesa della Croce,Point(13.113956 41.880417)
Q121870083,chiesa della Divina Provvidenza,Point(13.013525 41.686111)
Q120824317,chiesa della Donna,Point(13.344889 41.730667)
Q3668905,chiesa della Madonna Addolorata,Point(13.836938 41.936484)
Q121160851,chiesa della Madonna Addolorata,Point(13.256417 42.15255)
Q121160850,chiesa della Madonna Addolorata,Point(13.287639 42.145083)
Q55164397,chiesa della Madonna Addolorata,Point(14.221066 42.190249)
Q118521974,chiesa della Madonna Addolorata,Point(14.046442 42.550608)
Q121160845,chiesa della Madonna Assunta,Point(13.061519 42.406889)
Q120801840,chiesa della Madonna Capo della Cava,Point(13.276667 42.302372)
Q65953862,chiesa della Madonna Fore,Point(13.398376 42.384912)
Q120801613,chiesa della Madonna Incoronata,Point(13.349694 42.342028)
Q101858030,chiesa della Madonna Infante,Point(13.34971 42.29009)
Q120801574,chiesa della Madonna al Rio,Point(13.604028 42.230417)
Q120801598,chiesa della Madonna degli Angeli,Point(13.428556 42.319086)
Q120801597,chiesa della Madonna degli Angeli,Point(13.43125 42.312806)
Q55159552,chiesa della Madonna degli Angeli,Point(13.678529 42.193438)
Q81722179,chiesa della Madonna degli Angeli,Point(13.299817 42.518465)
Q18223043,chiesa della Madonna degli Angeli,Point(13.820969 42.590191)
Q118522041,chiesa della Madonna degli Angeli,Point(13.724889 42.555167)
Q113528715,chiesa della Madonna degli Angeli,Point(13.9265 42.227027777)
Q120802978,chiesa della Madonna degli Angeli,Point(13.98875 42.44425)
Q120802964,chiesa della Madonna degli Angeli,Point(13.966556 42.507889)
Q96356549,chiesa della Madonna degli Eremiti,Point(14.14622 41.796365)
Q55165503,chiesa della Madonna dei Corpi Santi,Point(14.200628 42.056758)
Q120801685,chiesa della Madonna dei Cugnoli,Point(13.464583 42.287861)
Q66737982,chiesa della Madonna dei Raccomandati,Point(13.478745 42.287819)
Q47242312,chiesa della Madonna dei Sette Dolori,Point(13.39279 42.351263)
Q120170256,chiesa della Madonna dei Sette Dolori,Point(14.204056 42.188417)
Q120803083,chiesa della Madonna dei cinghiali,Point(13.877917 42.330028)
Q121160911,chiesa della Madonna dei raccomandati,Point(13.064631 42.178167)
Q120801585,chiesa della Madonna del Buon Consiglio,Point(13.684567 41.962806)
Q101858877,chiesa della Madonna del Buon Consiglio,Point(13.334605 42.30795)
Q81744972,chiesa della Madonna del Buon Consiglio,Point(13.783075 42.219847)
Q96973737,chiesa della Madonna del Campo,Point(13.7472134 42.2273053)
Q98423939,chiesa della Madonna del Carmelo,Point(13.941447 41.765364)
Q120801711,chiesa della Madonna del Carmine,Point(13.666083 42.026081)
Q120801544,chiesa della Madonna del Carmine,Point(13.548611 42.084156)
Q120801599,chiesa della Madonna del Carmine,Point(13.29375 42.351942)
Q101822264,chiesa della Madonna del Carmine,Point(13.3253 42.351443)
Q121160853,chiesa della Madonna del Carmine,Point(13.235756 42.192167)
Q120801528,chiesa della Madonna del Carmine,Point(13.106181 42.155564)
Q120801709,chiesa della Madonna del Carmine,Point(13.788222 41.810528)
Q120824820,chiesa della Madonna del Carmine,Point(13.340778 41.776111)
Q54870762,chiesa della Madonna del Carmine,Point(13.244638888 42.521444444)
Q120802962,chiesa della Madonna del Carmine,Point(13.931722 42.303472)
Q62102208,chiesa della Madonna del Carmine,Point(13.463589 42.575143)
Q118522660,chiesa della Madonna del Carmine,Point(13.849361 42.54675)
Q120802987,chiesa della Madonna del Carmine,Point(13.873889 42.418139)
Q55179099,chiesa della Madonna del Carmine,Point(14.045298 42.398002)
Q96192032,chiesa della Madonna del Carmine,Point(14.072477 42.365822)
Q120802910,chiesa della Madonna del Carmine,Point(14.018056 42.295278)
Q83162416,chiesa della Madonna del Casale,Point(13.98001 41.89592)
Q120802921,chiesa della Madonna del Castello,Point(14.006386 42.156497)
Q120170374,chiesa della Madonna del Colle,Point(14.212583 42.228556)
Q120801784,chiesa della Madonna del Concone,Point(13.23875 42.3635)
Q120170184,chiesa della Madonna del Freddo,Point(14.20675 42.356583)
Q120801661,chiesa della Madonna del Fulmine,Point(13.389111 42.111756)
Q120803027,chiesa della Madonna del Fuoco,Point(14.197917 42.450556)
Q3668944,chiesa della Madonna del Lago,Point(13.871809 41.919213)
Q98544152,chiesa della Madonna del Lago,Point(13.645016 42.347296)
Q120801477,chiesa della Madonna del Monte,Point(13.287 42.470861)
Q121869264,chiesa della Madonna del Passo,Point(13.031878 41.980111)
Q120801459,chiesa della Madonna del Passo,Point(13.420889 42.042581)
Q120801733,chiesa della Madonna del Pereto,Point(13.520889 42.209361)
Q102398345,chiesa della Madonna del Perpetuo Soccorso,Point(13.53231924 41.959249351)
Q121160974,chiesa della Madonna del Poggio,Point(13.101368 42.27225)
Q120801600,chiesa della Madonna del Ponte,Point(13.390417 42.347056)
Q55155956,chiesa della Madonna del Rifugio,Point(13.67916 42.19299)
Q103918620,chiesa della Madonna del Rosario,Point(13.535543 42.331603)
Q81742927,chiesa della Madonna del Rosario,Point(13.583507 41.886171)
Q120801841,chiesa della Madonna del Rosario,Point(13.278417 42.310083)
Q121161079,chiesa della Madonna del Rosario,Point(13.073278 42.243444)
Q21187741,chiesa della Madonna del Rosario,Point(14.138178 41.984635)
Q96482859,chiesa della Madonna del Rosario,Point(13.730528 42.236971)
Q120803071,chiesa della Madonna del Rosario,Point(14.093092 42.248944)
Q55185222,chiesa della Madonna del Rosario,Point(14.06584 42.33604)
Q55163489,chiesa della Madonna del Soccorso,Point(13.751323 42.104236)
Q81725067,chiesa della Madonna del Suffragio,Point(13.726907 42.363376)
Q120170375,chiesa della Madonna del Suffragio,Point(14.217994 42.219861)
Q55686228,chiesa della Madonna del Tricalle,Point(14.16646 42.361603)
Q98280584,chiesa della Madonna dell'Addolorata,Point(13.6736571 42.2504145)
Q120803072,chiesa della Madonna dell'Annunziata,Point(14.093328 42.248944)
Q120803082,chiesa della Madonna dell'Arco,Point(13.926667 42.245556)
Q96482667,chiesa della Madonna dell'Arco,Point(13.702927 42.243035)
Q120801603,chiesa della Madonna dell'Assunta,Point(13.425583 42.308722)
Q104028774,chiesa della Madonna dell'Assunta,Point(13.376647049 41.960148124)
Q103922141,chiesa della Madonna dell'Immacolata,Point(13.590297 42.326546)
Q121161080,chiesa della Madonna dell'Orto,Point(13.101819 42.223778)
Q120801655,chiesa della Madonna dell'Ospedale,Point(13.466811 41.96275)
Q120170213,chiesa della Madonna dell'Uliveto,Point(14.199417 42.088556)
Q120170185,chiesa della Madonna della Catena,Point(14.144844 42.373)
Q118521975,chiesa della Madonna della Cona,Point(14.020556 42.570833)
Q120824821,chiesa della Madonna della Concordia,Point(13.338 41.775972)
Q118522260,chiesa della Madonna della Consolazione,Point(14.039525 42.58875)
Q121870089,chiesa della Madonna della Croce,Point(13.094931 41.927889)
Q120802933,chiesa della Madonna della Croce,Point(13.896389 42.219722)
Q120803064,chiesa della Madonna della Croce,Point(13.986344 42.233961)
Q120801842,chiesa della Madonna della Cunetta,Point(13.300006 42.295417)
Q102400088,chiesa della Madonna della Lanna,Point(13.673345 41.835936)
Q120801843,chiesa della Madonna della Libera,Point(13.259167 42.345028)
Q120170353,chiesa della Madonna della Libera,Point(14.175639 42.199722)
Q120170417,chiesa della Madonna della Libera,Point(14.221556 42.398222)
Q120170349,chiesa della Madonna della Mazza,Point(14.140067 42.219294)
Q120801757,chiesa della Madonna della Neve,Point(13.640056 42.300231)
Q120801722,chiesa della Madonna della Neve,Point(13.640139 42.266306)
Q82291912,chiesa della Madonna della Neve,Point(13.515423 42.121239)
Q101814841,chiesa della Madonna della Neve,Point(13.284731 42.345038)
Q120801601,chiesa della Madonna della Neve,Point(13.356639 42.327556)
Q120801772,chiesa della Madonna della Neve,Point(13.224639 42.123706)
Q45380673,chiesa della Madonna della Neve,Point(13.559114 42.442736)
Q54870738,chiesa della Madonna della Neve,Point(13.185868 42.525283)
Q54873930,chiesa della Madonna della Neve,Point(13.257809 42.5408)
Q120802996,chiesa della Madonna della Neve,Point(14.138944 42.490139)
Q120801665,chiesa della Madonna della Noce,Point(13.243833 42.525167)
Q118522173,chiesa della Madonna della Pace,Point(13.651467 42.492)
Q118522073,chiesa della Madonna della Pace,Point(13.776694 42.554)
Q120170192,chiesa della Madonna della Pace,Point(14.214194 42.069992)
Q120801844,chiesa della Madonna della Pietà,Point(13.280833 42.306306)
Q118522174,chiesa della Madonna della Pietà,Point(13.670528 42.509694)
Q120801776,chiesa della Madonna della Pietà,Point(13.522861 42.286833)
Q121869577,chiesa della Madonna della Rocca,Point(13.166206 41.885886)
Q3669014,chiesa della Madonna della Sanità,Point(13.338503 41.728441)
Q81543205,chiesa della Madonna della Sanità,Point(13.71478 42.17294)
Q101865070,chiesa della Madonna della Spogna,Point(13.335331 42.301955)
Q120801820,chiesa della Madonna della Stella,Point(13.254444 42.065511)
Q102391363,chiesa della Madonna della Stella,Point(13.20792 42.092355)
Q118522150,chiesa della Madonna della Tibia,Point(13.490417 42.587806)
Q120801666,chiesa della Madonna della Valle,Point(13.268667 42.552639)
Q120170404,chiesa della Madonna della Valle,Point(14.166822 42.021919)
Q120801445,chiesa della Madonna della Valle e alla Montagna,Point(13.705861 42.201553)
Q120801602,chiesa della Madonna della Vittoria,Point(13.459861 42.396278)
Q120824663,chiesa della Madonna della Vittoria,Point(13.696944 41.699917)
Q121161103,chiesa della Madonna della quercia,Point(13.057281 42.312306)
Q121160975,chiesa della Madonna della visitazione,Point(13.147822 42.264611)
Q120801604,chiesa della Madonna delle Canali,Point(13.422194 42.307833)
Q120801605,chiesa della Madonna delle Canali alla Montagna,Point(13.416556 42.301528)
Q120801607,chiesa della Madonna delle Grazie,Point(13.457056 42.366139)
Q120801483,chiesa della Madonna delle Grazie,Point(13.528139 42.332417)
Q120801606,chiesa della Madonna delle Grazie,Point(13.517539 42.371667)
Q120801797,chiesa della Madonna delle Grazie,Point(13.913222 42.06837)
Q96634290,chiesa della Madonna delle Grazie,Point(13.691915 42.327988)
Q81733031,chiesa della Madonna delle Grazie,Point(13.729485 42.363703)
Q101785306,chiesa della Madonna delle Grazie,Point(13.608584 42.227617)
Q120801734,chiesa della Madonna delle Grazie,Point(13.541111 42.236194)
Q81738586,chiesa della Madonna delle Grazie,Point(13.600498 42.063703)
Q55137010,chiesa della Madonna delle Grazie,Point(13.628885 42.064163)
Q83169655,chiesa della Madonna delle Grazie,Point(13.518436 42.176324)
Q3669037,chiesa della Madonna delle Grazie,Point(13.881332 41.902919)
Q81926056,chiesa della Madonna delle Grazie,Point(13.894322 42.015654)
Q120801845,chiesa della Madonna delle Grazie,Point(13.260472 42.337139)
Q101860995,chiesa della Madonna delle Grazie,Point(13.322691 42.325814)
Q121870186,chiesa della Madonna delle Grazie,Point(13.230111 41.926806)
Q121869578,chiesa della Madonna delle Grazie,Point(13.170333 41.888111)
Q120801529,chiesa della Madonna delle Grazie,Point(13.045533 42.102679)
Q102400241,chiesa della Madonna delle Grazie,Point(13.625594 41.866355)
Q55166341,chiesa della Madonna delle Grazie,Point(13.612528 41.722333)
Q120824822,chiesa della Madonna delle Grazie,Point(13.340889 41.779083)
Q120824778,chiesa della Madonna delle Grazie,Point(13.270667 41.775222)
Q96356081,chiesa della Madonna delle Grazie,Point(14.104756 41.779636)
Q46611637,chiesa della Madonna delle Grazie,Point(13.991132 41.751053)
Q120824355,chiesa della Madonna delle Grazie,Point(13.152726 41.735328)
Q121161005,chiesa della Madonna delle Grazie,Point(13.042981 42.541194)
Q118522175,chiesa della Madonna delle Grazie,Point(13.661389 42.502367)
Q54870760,chiesa della Madonna delle Grazie,Point(13.242924 42.526234)
Q120801514,chiesa della Madonna delle Grazie,Point(13.273556 42.5275)
Q120801667,chiesa della Madonna delle Grazie,Point(13.269253 42.538917)
Q63075190,chiesa della Madonna delle Grazie,Point(13.770304 42.18373)
Q81756352,chiesa della Madonna delle Grazie,Point(13.834471 42.168929)
Q101077553,chiesa della Madonna delle Grazie,Point(13.916401 42.211784)
Q55136750,chiesa della Madonna delle Grazie,Point(13.88966 42.364782)
Q120802936,chiesa della Madonna delle Grazie,Point(13.955167 42.347889)
Q120802949,chiesa della Madonna delle Grazie,Point(13.903667 42.397722)
Q120802934,chiesa della Madonna delle Grazie,Point(13.901956 42.235692)
Q120802961,chiesa della Madonna delle Grazie,Point(13.874722 42.274167)
Q99505066,chiesa della Madonna delle Grazie,Point(14.014022 42.102359)
Q120170258,chiesa della Madonna delle Grazie,Point(14.223167 42.202806)
Q118522176,chiesa della Madonna delle Grazie,Point(13.664722 42.514444)
Q120170362,chiesa della Madonna delle Grazie,Point(14.120281 42.248167)
Q118522056,chiesa della Madonna delle Grazie,Point(13.708111 42.489139)
Q118522057,chiesa della Madonna delle Grazie,Point(13.69975 42.50575)
Q120803008,chiesa della Madonna delle Grazie,Point(13.992944 42.334611)
Q55140244,chiesa della Madonna delle Grazie,Point(14.205222 42.089501)
Q55183341,chiesa della Madonna delle Grazie,Point(14.02696 42.209716)
Q120802979,chiesa della Madonna delle Grazie,Point(13.974167 42.432778)
Q121160820,chiesa della Madonna delle Grotte,Point(13.113908 42.410639)
Q118522058,chiesa della Madonna delle Lacrime,Point(13.711556 42.488611)
Q94699517,chiesa della Madonna delle Pagliare,Point(13.31226 42.352283)
Q120801608,chiesa della Madonna delle Piagge,Point(13.342 42.408111)
Q120801609,chiesa della Madonna di Capo Preturo,Point(13.292306 42.378083)
Q55182352,chiesa della Madonna di Carpineto,Point(14.192557 42.21497)
Q120801610,chiesa della Madonna di Corte,Point(13.343083 42.3385)
Q3669052,chiesa della Madonna di Costantinopoli,Point(13.881314 41.904475)
Q120824525,chiesa della Madonna di Fatima,Point(13.253375 41.692694)
Q118522212,chiesa della Madonna di Fatima,Point(13.686389 42.588611)
Q120170163,chiesa della Madonna di Fatima,Point(14.124678 42.295444)
Q120802922,chiesa della Madonna di Fatima,Point(13.988333 42.19975)
Q120801611,chiesa della Madonna di Fontevivoli,Point(13.419694 42.312)
Q120801723,chiesa della Madonna di Loreto,Point(13.639556 42.261833)
Q101417317,chiesa della Madonna di Loreto,Point(13.611848 42.198521)
Q120801489,chiesa della Madonna di Loreto,Point(13.752833 41.941333)
Q104005184,chiesa della Madonna di Loreto,Point(13.759030552 41.942144193)
Q81926365,chiesa della Madonna di Loreto,Point(13.89907 42.011074)
Q120801460,chiesa della Madonna di Loreto,Point(13.438139 41.990222)
Q3669058,chiesa della Madonna di Loreto,Point(13.83811 41.935485)
Q55164390,chiesa della Madonna di Loreto,Point(13.300981 41.805139)
Q56258345,chiesa della Madonna di Loreto,Point(13.1579072 41.7423981)
Q118522100,chiesa della Madonna di Loreto,Point(13.651503 42.531833)
Q120801478,chiesa della Madonna di Loreto,Point(13.258056 42.422833)
Q81542865,chiesa della Madonna di Loreto,Point(13.740917 42.17351)
Q118522151,chiesa della Madonna di Loreto,Point(13.518333 42.5675)
Q118522152,chiesa della Madonna di Loreto,Point(13.551694 42.56225)
Q120801846,chiesa della Madonna di Lourdes,Point(13.244917 42.282389)
Q121160976,chiesa della Madonna di Lourdes,Point(13.173806 42.263556)
Q120824319,chiesa della Madonna di Lourdes,Point(13.335478 41.745361)
Q101860230,chiesa della Madonna di Peschio Cancelli,Point(13.358468 42.276462)
Q65953687,chiesa della Madonna di Pettino,Point(13.366197 42.370467)
Q101859477,chiesa della Madonna di Piedicolle,Point(13.335587 42.305659)
Q120801662,chiesa della Madonna di Ripoli,Point(13.39325 42.112961)
Q120801612,chiesa della Madonna di Valleverde,Point(13.491806 42.386806)
Q120801545,chiesa della Madonnina,Point(13.548833 42.085425)
Q120801821,chiesa della Madonnina,Point(13.246833 42.073119)
Q120801822,chiesa della Misericordia,Point(13.252408 42.067869)
Q121160834,chiesa della Misericordia,Point(13.129808 42.513083)
Q94734312,chiesa della Natività di Maria,Point(13.3096 42.320556)
Q120824540,chiesa della Regina Pacis,Point(13.216981 41.793333)
Q120801546,chiesa della Regina della Pace,Point(13.542806 42.045144)
Q120824313,chiesa della Santa Famiglia,Point(13.177028 41.790417)
Q120824321,chiesa della Santa Famiglia,Point(13.334397 41.725611)
Q120801749,chiesa della Santissima Annunziata,Point(13.559639 42.291139)
Q55283933,chiesa della Santissima Annunziata,Point(13.92341 42.049244)
Q81919763,chiesa della Santissima Annunziata,Point(13.898243 42.007812)
Q121161104,chiesa della Santissima Annunziata,Point(13.067991 42.295556)
Q121160977,chiesa della Santissima Annunziata,Point(13.110367 42.266528)
Q120801707,chiesa della Santissima Annunziata,Point(13.098342 42.060206)
Q120801823,chiesa della Santissima Annunziata,Point(13.254361 42.067956)
Q120802984,chiesa della Santissima Annunziata,Point(14.060181 42.257917)
Q55181097,chiesa della Santissima Annunziata,Point(13.928164 42.45753)
Q55133964,chiesa della Santissima Annunziata,Point(14.167006 42.351846)
Q3669161,chiesa della Santissima Annunziata,Point(14.205155 42.090541)
Q120170342,chiesa della Santissima Assunta,Point(14.214667 42.129464)
Q121161082,chiesa della Santissima Concezione,Point(13.126231 42.196583)
Q121161251,chiesa della Santissima Concezione,Point(13.047636 42.243194)
Q120801494,chiesa della Santissima Concezione,Point(13.212556 42.469311)
Q83027018,chiesa della Santissima Croce,Point(13.308072 42.437069)
Q118522154,chiesa della Santissima Immacolata,Point(13.449722 42.587222)
Q118522155,chiesa della Santissima Immacolata,Point(13.448917 42.593528)
Q106464645,chiesa della Santissima Trinità,Point(13.5921 42.325073)
Q83161016,chiesa della Santissima Trinità,Point(13.874028 42.098978)
Q120801575,chiesa della Santissima Trinità,Point(13.612722 42.237417)
Q81515179,chiesa della Santissima Trinità,Point(13.625666 42.189753)
Q55083417,chiesa della Santissima Trinità,Point(13.590075 42.080771)
Q120801461,chiesa della Santissima Trinità,Point(13.43175 42.029494)
Q120801798,chiesa della Santissima Trinità,Point(13.925028 42.048158)
Q81925252,chiesa della Santissima Trinità,Point(13.897087 42.009983)
Q118353037,chiesa della Santissima Trinità,Point(14.140517 41.712667)
Q121161083,chiesa della Santissima Trinità,Point(13.117279 42.222833)
Q121161040,chiesa della Santissima Trinità,Point(13.044011 42.225722)
Q91133470,chiesa della Santissima Trinità,Point(13.34166 42.06496)
Q103902413,chiesa della Santissima Trinità,Point(13.558975484 41.809808403)
Q120824506,chiesa della Santissima Trinità,Point(13.376222 41.774444)
Q81751937,chiesa della Santissima Trinità,Point(13.8336 42.17436)
Q102347864,chiesa della Santissima Trinità,Point(13.765388 42.585538)
Q118522213,chiesa della Santissima Trinità,Point(13.697778 42.592778)
Q120170405,chiesa della Santissima Trinità,Point(14.172083 42.018669)
Q30891095,chiesa della Santissima Trinità,Point(14.164762 42.34671)
Q55140253,chiesa della Santissima Trinità,Point(14.204 42.092578)
Q120802923,chiesa della Santissima Trinità,Point(14.002894 42.156456)
Q55140358,chiesa della Stella,Point(13.230892 41.765703)
Q118521976,chiesa della Trinità,Point(13.974167 42.579444)
Q120803028,chiesa della Visitazione della Beata Vergine Maria,Point(14.180028 42.48925)
Q121160846,chiesa della natività di Maria Santissima,Point(13.060458 42.401617)
Q121161081,chiesa della natività di Maria Santissima,Point(13.125228 42.196028)
Q121160821,chiesa delle Anime Sante,Point(13.079406 42.417539)
Q120801668,chiesa delle Anime Sante,Point(13.18775 42.500544)
Q54870754,chiesa delle Anime Sante,Point(13.24425 42.525151)
Q120803000,chiesa delle Anime Sante,Point(14.068509 42.451611)
Q3735827,chiesa delle Anime Sante,Point(13.880605 41.90323)
Q121161159,chiesa delle Anime Sante del Purgatorio,Point(13.096881 42.524111)
Q120801785,chiesa delle Forcellette,Point(13.246583 42.361611)
Q120824356,chiesa delle Sante Aurelia e Neomisia,Point(13.1775 41.743417)
Q120801463,chiesa dello Spirito Santo,Point(13.4295 42.045506)
Q120803029,chiesa dello Spirito Santo,Point(14.209167 42.465306)
Q61993207,chiesa di Cristo Re,Point(13.396299 42.34422)
Q3669296,chiesa di Cristo Re,Point(14.193738888 42.4713)
Q120802956,chiesa di Cristo Risorto,Point(14.082556 42.473417)
Q120803108,chiesa di Gesù Bambino,Point(14.181861 42.486306)
Q120803031,chiesa di Gesù Buon Pastore,Point(14.196222 42.478333)
Q120803032,chiesa di Gesù Risorto,Point(14.224306 42.457694)
Q45816330,chiesa di Gesù e Maria,Point(14.0654 41.887689)
Q120824774,chiesa di Maria Beata Vergine Refugium Peccatorum,Point(13.193389 41.848056)
Q120802963,chiesa di Maria Immacolata,Point(13.946194 42.312278)
Q54855573,chiesa di Maria SS. Regina della Pace,Point(13.038808 41.970114)
Q120824323,chiesa di Maria Santissima Addolorata,Point(13.380972 41.692694)
Q55162346,chiesa di Maria Santissima Annunziata,Point(13.290583 41.727917)
Q120824324,chiesa di Maria Santissima Assunta,Point(13.346833 41.687389)
Q120801558,chiesa di Maria Santissima Assunta,Point(13.788491373 42.015475531)
Q118522316,chiesa di Maria Santissima Assunta,Point(14.112778 42.554722)
Q120801801,chiesa di Maria Santissima Ausiliatrice,Point(13.922472 42.058219)
Q120824326,chiesa di Maria Santissima Regina,Point(13.323778 41.686778)
Q120802907,chiesa di Maria Santissima del Carmine,Point(14.011442 42.225306)
Q120170142,chiesa di Maria Santissima del Carmine,Point(14.192167 42.316472)
Q120824325,chiesa di Maria Santissima del Rosario,Point(13.377361 41.681806)
Q120802908,chiesa di Maria Santissima dell'Elcina,Point(14.009411 42.225194)
Q120170350,chiesa di Maria Santissima della Libera,Point(14.139794 42.219528)
Q121869397,chiesa di Maria Santissima della Visitazione,Point(13.067153 41.988444)
Q121160978,chiesa di Maria Santissima delle Grazie,Point(13.132094 42.259833)
Q120801614,chiesa di Maria Santissima di Costantinopoli,Point(13.490583 42.332806)
Q120802974,chiesa di Maria Santissima di Costantinopoli,Point(14.042586 42.234156)
Q120802988,chiesa di Nostra Signora di Fatima,Point(13.850278 42.423111)
Q120802911,chiesa di Nostro Signore Gesù Cristo Re dell'Universo,Point(14.016667 42.285833)
Q101516541,chiesa di Ognissanti,Point(14.164494 42.347539)
Q47239871,chiesa di Orazione e Morte,Point(14.107458 41.785673)
Q3669453,chiesa di Portadini,Point(13.341355 41.723364)
Q81737691,chiesa di San Bartolomeo,Point(13.603016 42.065865)
Q121160854,chiesa di San Bartolomeo,Point(13.196167 42.199111)
Q55086285,chiesa di San Bartolomeo,Point(13.016721 42.0416)
Q76659225,chiesa di San Bartolomeo,Point(13.613069444 41.719161111)
Q55187659,chiesa di San Bartolomeo,Point(14.027913 42.125843)
Q118353038,chiesa di San Bartolomeo Apostolo,Point(14.140167 41.712222)
Q120170186,chiesa di San Bartolomeo Apostolo,Point(14.092392 42.325361)
Q121161106,chiesa di San Bartolomeo e Maria Assunta,Point(13.016586 42.304472)
Q47242686,chiesa di San Basilio,Point(13.401046 42.356107)
Q121869864,chiesa di San Benedetto,Point(13.066764 41.874083)
Q120801615,chiesa di San Benedetto Abate,Point(13.340444 42.419078)
Q98280545,chiesa di San Benedetto abate,Point(13.6737916 42.2504569)
Q91777299,chiesa di San Berardo,Point(13.66618 42.02779)
Q94699968,chiesa di San Bernardino,Point(13.299711 42.352075)
Q120801786,chiesa di San Bernardino,Point(13.183403 42.364222)
Q118522101,chiesa di San Bernardino,Point(13.649444 42.530278)
Q120824537,chiesa di San Bernardino da Siena,Point(13.324083 41.890111)
Q65953669,chiesa di San Bernardo,Point(13.390818 42.350813)
Q55136115,chiesa di San Bernardo,Point(14.05749 42.51697)
Q120801654,chiesa di San Biagio,Point(13.682083 41.929972)
Q121160886,chiesa di San Biagio,Point(13.030008 42.395528)
Q81722720,chiesa di San Biagio,Point(13.283634 42.005372)
Q55156810,chiesa di San Biagio,Point(13.222889 41.804361)
Q64167859,chiesa di San Biagio,Point(13.05502 42.45109)
Q120802918,chiesa di San Biagio,Point(13.828786003 42.210977392)
Q120170406,chiesa di San Biagio,Point(14.170417 42.020386)
Q120802989,chiesa di San Biagio,Point(13.8575 42.420833)
Q118522214,chiesa di San Biagio,Point(13.678583 42.58275)
Q55166944,chiesa di San Biagio,Point(13.987019 42.432701)
Q120170436,chiesa di San Biagio,Point(14.231278 42.296917)
Q121869626,chiesa di San Biagio Martire,Point(13.016803 41.994528)
Q118352958,chiesa di San Biagio Vescovo e Martire,Point(14.17825 41.695361)
Q120801616,chiesa di San Biagio al Cimitero,Point(13.455972 42.37475)
Q55167786,chiesa di San Callisto,Point(14.08791 42.30373)
Q120803076,chiesa di San Camillo De Lellis Sacerdote,Point(14.187389 42.45775)
Q101519006,chiesa di San Camillo de Lellis,Point(14.167774 42.340691)
Q102399773,chiesa di San Carlo Borromeo,Point(13.771586 42.329454)
Q120801565,chiesa di San Carlo Borromeo,Point(13.584011 42.260056)
Q120802931,chiesa di San Carlo Borromeo Vescovo,Point(13.860639 42.332611)
Q55262114,chiesa di San Cipriano,Point(13.681976 42.310845)
Q120801745,chiesa di San Cipriano,Point(13.624028 42.008486)
Q102389125,chiesa di San Cipriano e Santa Giustina,Point(13.250202421 42.105746367)
Q103982273,chiesa di San Clemente,Point(13.495858 42.29912)
Q120801617,chiesa di San Clemente,Point(13.477917 42.435097)
Q106774344,chiesa di San Costantino e Sant'Elena,Point(14.138044 42.354702)
Q120801618,chiesa di San Crisante,Point(13.523861 42.385728)
Q120170376,chiesa di San Cristanziano Martire,Point(14.214361 42.22475)
Q120803001,chiesa di San Cristoforo,Point(14.054972 42.428444)
Q83274860,chiesa di San Demetrio da Tessalonica,Point(13.552403 42.288368)
